biotoolsID,owner,repo,repo_url,repo.stargazers_count,repo.watchers_count,repo.subscribers_count,repo.forks_count,repo.open_issues_count,repo.network_count,num_contributors,num_releases,num_commits,num_pulls,avg_time_to_close_days,maturity
priority_index,,,,,,,,,,,,,,,None
prochipdb,SBRG,ChIPdb,https://github.com/SBRG/ChIPdb,4.0,4.0,4.0,2.0,1.0,2.0,5.0,0.0,264.0,55.0,,None
prodconn,,,,,,,,,,,,,,,None
fastafs,yhoogstrate,fastafs,https://github.com/yhoogstrate/fastafs,22.0,22.0,0.0,0.0,4.0,0.0,1.0,22.0,842.0,50.0,141.122,None
cell-acdc,SchmollerLab,Cell_ACDC,https://github.com/SchmollerLab/Cell_ACDC,186.0,186.0,3.0,27.0,160.0,27.0,15.0,19.0,4216.0,214.0,49.826,None
cedr_atlas,,,,,,,,,,,,,,,None
cebs,,,,,,,,,,,,,,,None
casava,zhanglabtools,CASAVA,https://github.com/zhanglabtools/CASAVA,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,,None
candi_integrator,GilbertLabUCSF,CanDI,https://github.com/GilbertLabUCSF/CanDI,6.0,6.0,2.0,4.0,6.0,4.0,7.0,6.0,300.0,28.0,392.477,None
cancerscem,,,,,,,,,,,,,,,None
cancer_deiso,,,,,,,,,,,,,,,None
cancer_crc,,,,,,,,,,,,,,,None
camap,tariqdaouda,CAMAP,https://github.com/tariqdaouda/CAMAP,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,,None
profeel,TPakar,Profeel,https://github.com/TPakar/Profeel,8.0,8.0,3.0,5.0,3.0,5.0,1.0,0.0,25.0,0.0,,None
prognosit,begumbektas,prognosit,https://github.com/begumbektas/prognosit,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,None
promised,DennisSchlossarek,PROMISed,https://github.com/DennisSchlossarek/PROMISed,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,39.0,6.0,,None
promotech,BioinformaticsLabAtMUN,PromoTech,https://github.com/BioinformaticsLabAtMUN/PromoTech,51.0,51.0,2.0,13.0,4.0,13.0,5.0,1.0,82.0,1.0,92.264,None
pronab,,,,,,,,,,,,,,,None
pros-gnn,shuyu-wang,ProS-GNN,https://github.com/shuyu-wang/ProS-GNN,10.0,10.0,1.0,6.0,2.0,6.0,1.0,0.0,8.0,0.0,,None
prose,bwbio,PROSE,https://github.com/bwbio/PROSE,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,,None
proseqviewer,BioComputingUP,ProSeqViewer,https://github.com/BioComputingUP/ProSeqViewer,15.0,15.0,6.0,3.0,2.0,3.0,3.0,1.0,120.0,0.0,5.817,None
prototheca-id,,,,,,,,,,,,,,,None
psea_ensemble,zhonghua-wang,psea,https://github.com/zhonghua-wang/psea,4.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,9.0,0.0,,None
pseudofinder,filip-husnik,pseudofinder,https://github.com/filip-husnik/pseudofinder,51.0,51.0,5.0,17.0,10.0,17.0,5.0,2.0,401.0,9.0,81.493,None
ptmdyna,,,,,,,,,,,,,,,None
pydesigner,m-ama,PyDesigner,https://github.com/m-ama/PyDesigner,30.0,30.0,4.0,7.0,13.0,7.0,17.0,19.0,1024.0,185.0,97.888,None
apid_interactomes,,,,,,,,,,,,,,,Mature
pymonnto,trieschlab,PymoNNto,https://github.com/trieschlab/PymoNNto,20.0,20.0,3.0,10.0,0.0,10.0,3.0,1.0,155.0,4.0,26.646,None
pymvpd,sccnlab,PyMVPD_LITE,https://github.com/sccnlab/PyMVPD_LITE.git,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,95.0,0.0,,None
pyrsd-coev,QianZiTang,pyRSD-CoEv,https://github.com/QianZiTang/pyRSD-CoEv,1.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,40.0,1.0,,None
qptmplants,,,,,,,,,,,,,,,None
qt-gild,pythonLoader,QT-GILD,https://github.com/pythonLoader/QT-GILD,8.0,8.0,2.0,2.0,1.0,2.0,2.0,0.0,16.0,0.0,,None
quickfigures,grishkam,QuickFigures,https://github.com/grishkam/QuickFigures,35.0,35.0,3.0,6.0,12.0,6.0,5.0,0.0,644.0,0.0,13.722,None
r-loopbase,,,,,,,,,,,,,,,None
rcx,frankkramer-lab,RCX,https://github.com/frankkramer-lab/RCX,8.0,8.0,3.0,1.0,1.0,1.0,4.0,0.0,35.0,1.0,,None
rdbke,yaozhong,deepIntraSV,https://github.com/yaozhong/deepIntraSV,7.0,7.0,1.0,0.0,1.0,0.0,2.0,0.0,80.0,0.0,,None
bacting,egonw,bacting,https://github.com/egonw/bacting/issues,17.0,17.0,4.0,5.0,19.0,5.0,2.0,65.0,830.0,73.0,148.265,Mature
bc_snpmax,,,,,,,,,,,,,,,None
nanoclust,genomicsITER,NanoCLUST,https://github.com/genomicsITER/NanoCLUST,113.0,113.0,4.0,50.0,57.0,50.0,5.0,0.0,44.0,8.0,64.499,Emerging
realvs,,,,,,,,,,,,,,,None
recappable-seq,elitaone,cappable-seq,https://github.com/elitaone/cappable-seq,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,19.0,0.0,,None
recombat,BorgwardtLab,reComBat,https://github.com/BorgwardtLab/reComBat.git,12.0,12.0,1.0,3.0,5.0,3.0,2.0,1.0,13.0,0.0,,None
redigest,abhijeetsingh1704,REDigest,https://github.com/abhijeetsingh1704/REDigest,2.0,2.0,1.0,3.0,0.0,3.0,3.0,1.0,55.0,4.0,4.377,None
regeneration_roadmap,,,,,,,,,,,,,,,None
resectvol,,,,,,,,,,,,,,,None
reviewr,thewileylab,ReviewR,https://github.com/thewileylab/ReviewR/,25.0,25.0,5.0,16.0,8.0,16.0,6.0,9.0,1090.0,16.0,255.518,None
rgd_v2.0,,,,,,,,,,,,,,,None
rhybridfinder,,,,,,,,,,,,,,,None
ribodraw,DasLab,RiboDraw,https://github.com/DasLab/RiboDraw,11.0,11.0,8.0,6.0,31.0,6.0,7.0,1.0,472.0,15.0,342.162,None
caldera,HectorRDB,Caldera_Recomb,https://github.com/HectorRDB/Caldera_Recomb,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,14.0,0.0,,None
cafes,,,,,,,,,,,,,,,None
bugsplit,,,,,,,,,,,,,,,None
brh,,,,,,,,,,,,,,,None
brainpalmseq,,,,,,,,,,,,,,,None
brainbase,,,,,,,,,,,,,,,None
bovids,Klimroth,BOVIDS,https://github.com/Klimroth/BOVIDS,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,77.0,0.0,,None
rlbase,Bishop-Laboratory,RLBase,https://github.com/Bishop-Laboratory/RLBase,2.0,2.0,0.0,0.0,7.0,0.0,9.0,0.0,284.0,21.0,24.37,None
rlm,sarahet,RLM,https://github.com/sarahet/RLM,18.0,18.0,1.0,3.0,1.0,3.0,1.0,3.0,42.0,5.0,47.155,None
rmcorrshiny,lmarusich,rmcorrShiny,https://github.com/lmarusich/rmcorrShiny,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,96.0,16.0,,None
rmisbeta,,,,,,,,,,,,,,,None
rnaphasep,,,,,,,,,,,,,,,None
rps_database,,,,,,,,,,,,,,,None
samba,alekseyzimin,masurca,https://github.com/alekseyzimin/masurca,267.0,267.0,14.0,34.0,279.0,34.0,8.0,33.0,415.0,6.0,79.566,None
sarc-graph,elejeune11,Sarc-Graph,https://github.com/elejeune11/Sarc-Graph,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,101.0,0.0,,None
sbmate,woosubs,SBMate,https://github.com/woosubs/SBMate,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,82.0,40.0,,None
sbsa,,,,,,,,,,,,,,,None
abdiver,,,,,,,,,,,,,,,None
nanortax,genomicsITER,NanoRtax,https://github.com/genomicsITER/NanoRtax,15.0,15.0,1.0,7.0,9.0,7.0,3.0,0.0,33.0,0.0,11.138,Emerging
sc-cgconv,Snehalikalall,CopulaGCN,https://github.com/Snehalikalall/CopulaGCN,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,75.0,0.0,,None
sc2menetdrug,,,,,,,,,,,,,,,None
scapaatlas,,,,,,,,,,,,,,,None
scatterhatch,FertigLab,scatterHatch,https://github.com/FertigLab/scatterHatch,7.0,7.0,5.0,4.0,1.0,4.0,3.0,0.0,194.0,11.0,,None
sccode,XZouProjects,scCODE,https://github.com/XZouProjects/scCODE,14.0,14.0,2.0,7.0,6.0,7.0,1.0,4.0,123.0,0.0,16.744,None
scenhancer,,,,,,,,,,,,,,,None
scgad,,,,,,,,,,,,,,,None
scgtm,ElvisCuiHan,scGTM,https://github.com/ElvisCuiHan/scGTM,12.0,12.0,2.0,3.0,0.0,3.0,2.0,0.0,107.0,2.0,,None
schicsrs,sl-lin,scHiCSRS,https://github.com/sl-lin/scHiCSRS.git,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,,None
scikit-dimension,j-bac,scikit-dimension,https://github.com/j-bac/scikit-dimension,94.0,94.0,4.0,22.0,6.0,22.0,6.0,2.0,358.0,14.0,77.066,None
scmrma,JiaLiVUMC,scMRMA,https://github.com/JiaLiVUMC/scMRMA,16.0,16.0,2.0,4.0,2.0,4.0,1.0,0.0,126.0,0.0,22.439,None
scpm-net,HiLab-git,SCPM-Net,https://github.com/HiLab-git/SCPM-Net,59.0,59.0,2.0,3.0,1.0,3.0,1.0,0.0,26.0,0.0,30.656,None
scutrquant,Mayrlab,scUTRquant,https://github.com/Mayrlab/scUTRquant,26.0,26.0,4.0,4.0,14.0,4.0,2.0,7.0,130.0,31.0,96.708,None
sdndl-cao,,,,,,,,,,,,,,,None
seamdock,,,,,,,,,,,,,,,None
seas_statistical_enrichment,aimed-uab,SEAS,https://github.com/aimed-uab/SEAS,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0,0.0,,None
secedo,ratschlab,secedo,https://github.com/ratschlab/secedo,6.0,6.0,6.0,0.0,2.0,0.0,5.0,5.0,497.0,17.0,1.918,None
botryosphaeriales,,,,,,,,,,,,,,,None
bollito,,,,,,,,,,,,,,,None
boin,,,,,,,,,,,,,,,None
cnn-peppred,ComputBiol-IBB,CNN-PepPred,https://github.com/ComputBiol-IBB/CNN-PepPred/issues,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,,None
clustersheep,kpto,ClusterSheep,https://github.com/kpto/ClusterSheep/issues,5.0,5.0,2.0,1.0,0.0,1.0,2.0,0.0,86.0,24.0,0.974,None
blockpolish,huangnengCSU,BlockPolish,https://github.com/huangnengCSU/BlockPolish,17.0,17.0,1.0,0.0,3.0,0.0,3.0,0.0,10.0,0.0,,None
clmb,zpf0117b,CLMB,https://github.com/zpf0117b/CLMB/issues,6.0,6.0,2.0,2.0,3.0,2.0,5.0,0.0,341.0,3.0,,None
clinehelpr,btmartin721,ClineHelpR,https://github.com/btmartin721/ClineHelpR/issues,16.0,16.0,2.0,2.0,12.0,2.0,6.0,2.0,218.0,16.0,26.52,None
block_aligner,Daniel-Liu-c0deb0t,block-aligner,https://github.com/Daniel-Liu-c0deb0t/block-aligner,138.0,138.0,6.0,9.0,13.0,9.0,2.0,1.0,323.0,12.0,72.44,None
cirpred,,,,,,,,,,,,,,,None
circompara2,egaffo,circompara2,https://github.com/egaffo/circompara2/issues,9.0,9.0,1.0,1.0,21.0,1.0,1.0,4.0,41.0,0.0,20.044,None
blantyreesbl,joelewis101,blantyreESBL,https://github.com/joelewis101/blantyreESBL,3.0,3.0,1.0,0.0,0.0,0.0,1.0,10.0,218.0,12.0,6.978,None
scmra,ddb-qiwang,scMRA-torch,https://github.com/ddb-qiwang/scMRA-torch/issues,7.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,22.0,0.0,,None
rgai,calliste-fagard-jenkin,rGAI,https://github.com/calliste-fagard-jenkin/rGAI/issues,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,98.0,1.0,38.776,None
itime,FridleyLab,iTIME,https://github.com/FridleyLab/iTIME,4.0,4.0,3.0,6.0,1.0,6.0,12.0,0.0,266.0,9.0,,None
spatialtime,FridleyLab,spatialTIME,https://github.com/FridleyLab/spatialTIME,6.0,6.0,4.0,5.0,3.0,5.0,10.0,0.0,313.0,14.0,145.292,None
rediscover,,,,,,,,,,,,,,,None
biovae,aistairc,BioVAE,https://github.com/aistairc/BioVAE/issues,3.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,,None
biothings,biothings,biothings.api,https://github.com/biothings/biothings.api,48.0,48.0,13.0,27.0,49.0,27.0,38.0,12.0,3680.0,176.0,333.926,None
biosamples,,,,,,,,,,,,,,,None
biokit,JLSteenwyk,BioKIT,https://github.com/JLSteenwyk/BioKIT,21.0,21.0,1.0,10.0,0.0,10.0,2.0,8.0,167.0,4.0,17.02,None
biobox,degiacom,biobox,https://github.com/degiacom/biobox/issues,27.0,27.0,5.0,7.0,0.0,7.0,10.0,7.0,145.0,6.0,,None
bigl,openanalytics,BIGL,https://github.com/openanalytics/BIGL,7.0,7.0,6.0,8.0,1.0,8.0,6.0,0.0,153.0,4.0,315.174,None
bert-kcr,,,,,,,,,,,,,,,None
beastiary,Wytamma,beastiary,https://github.com/Wytamma/beastiary/issues,20.0,20.0,1.0,2.0,10.0,2.0,1.0,61.0,340.0,3.0,48.358,None
captor,YanZhu06,Captor,https://github.com/YanZhu06/Captor/issues,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,32.0,0.0,,None
batch-mask,EMBiRLab,batch-mask,https://github.com/EMBiRLab/batch-mask/issues,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,101.0,0.0,,None
b3db,theochem,B3DB,https://github.com/theochem/B3DB,70.0,70.0,7.0,34.0,3.0,34.0,3.0,5.0,105.0,34.0,193.364,None
autofair,,,,,,,,,,,,,,,None
autocnv,zhonghua-wang,autocnv,https://github.com/zhonghua-wang/autocnv,13.0,13.0,1.0,8.0,4.0,8.0,4.0,0.0,77.0,0.0,,None
atriu,,,,,,,,,,,,,,,None
asmdb,,,,,,,,,,,,,,,None
ascovpred,,,,,,,,,,,,,,,None
arvirind,,,,,,,,,,,,,,,None
arts-db,,,,,,,,,,,,,,,None
argeos,gleb-gavrish,ARGEOS,https://github.com/gleb-gavrish/ARGEOS,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,,None
areadata,pearselab,areadata,https://github.com/pearselab/areadata,6.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,129.0,13.0,213.453,None
architect,ParkinsonLab,Architect,https://github.com/ParkinsonLab/Architect/issues,6.0,6.0,1.0,0.0,2.0,0.0,4.0,0.0,374.0,0.0,744.234,None
arbic,holyzews,ARBic,https://github.com/holyzews/ARBic/issues,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,,None
arakno,,,,,,,,,,,,,,,None
aop-helpfinder,jornod,aop-helpfinder,https://github.com/jornod/aop-helpfinder,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,,None
annosine,yangli557,AnnoSINE,https://github.com/yangli557/AnnoSINE/issues,18.0,18.0,2.0,9.0,7.0,9.0,2.0,0.0,121.0,4.0,0.87,None
anexvis,,,,,,,,,,,,,,,None
anat,,,,,,,,,,,,,,,None
amica-proteomics,tbaccata,amica,https://github.com/tbaccata/amica,27.0,27.0,3.0,8.0,2.0,8.0,2.0,3.0,402.0,6.0,37.202,None
all2,abyzovlab,All2,https://github.com/abyzovlab/All2/issues,5.0,5.0,3.0,1.0,0.0,1.0,2.0,0.0,149.0,0.0,,None
airpart,,,,,,,,,,,,,,,None
aide-image,lich0031,AIDE,https://github.com/lich0031/AIDE/issues,55.0,55.0,1.0,15.0,5.0,15.0,1.0,1.0,26.0,0.0,,None
admixsim2,Shuhua-Group,AdmixSim2,https://github.com/Shuhua-Group/AdmixSim2,7.0,7.0,1.0,3.0,5.0,3.0,3.0,1.0,32.0,1.0,0.91,None
adc,zhanglabtools,ADC,https://github.com/zhanglabtools/ADC/issues,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,,None
adabmdca,anna-pa-m,adabmDCA,https://github.com/anna-pa-m/adabmDCA/issues,12.0,12.0,4.0,4.0,0.0,4.0,3.0,1.0,129.0,0.0,0.906,None
a3d-database,,,,,,,,,,,,,,,None
a2sign,paulfogel,A2SIGN,https://github.com/paulfogel/A2SIGN/issues,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,5.0,1.0,,None
4d-nucleome-data-portal,,,,,,,,,,,,,,,None
3dSpAn,,,,,,,,,,,,,,,None
3dsnp,,,,,,,,,,,,,,,None
3cac,Shamir-Lab,3CAC,https://github.com/Shamir-Lab/3CAC/issues,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,47.0,0.0,,None
seq2enz,,,,,,,,,,,,,,,None
seqcode,eblancoga,seqcode,https://github.com/eblancoga/seqcode,19.0,19.0,2.0,2.0,1.0,2.0,1.0,0.0,16.0,0.0,14.427,None
seqprop,johli,seqprop,http://www.github.com/johli/seqprop,50.0,50.0,3.0,10.0,1.0,10.0,4.0,0.0,38.0,1.0,192.006,None
sicknessminer,MoreiraLAB,SicknessMiner,https://github.com/MoreiraLAB/SicknessMiner,0.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,10.0,0.0,0.97,None
signalink3,,,,,,,,,,,,,,,None
sincast,meiosis97,Sincast,https://github.com/meiosis97/Sincast,9.0,9.0,1.0,2.0,2.0,2.0,1.0,0.0,145.0,0.0,,None
sketching-based,arun96,sketching,https://github.com/arun96/sketching,10.0,10.0,2.0,0.0,0.0,0.0,2.0,0.0,116.0,0.0,102.704,None
slaw,zamboni-lab,SLAW,https://github.com/zamboni-lab/SLAW,29.0,29.0,6.0,3.0,3.0,3.0,4.0,1.0,246.0,6.0,76.41,None
smrt_R,,,,,,,,,,,,,,,None
snackntm,Young-gonKim,SnackNTM).<h4>Methods<,https://github.com/Young-gonKim/SnackNTM).<h4>Methods</h4,,,,,,,,,,,,None
somamutdb,,,,,,,,,,,,,,,None
somaticsimu,HillLab,SomaticSiMu,https://github.com/HillLab/SomaticSiMu,6.0,6.0,0.0,2.0,1.0,2.0,1.0,0.0,121.0,1.0,,None
spagcn,jianhuupenn,SpaGCN,https://github.com/jianhuupenn/SpaGCN,243.0,243.0,1.0,63.0,18.0,63.0,3.0,0.0,290.0,10.0,87.398,None
sparclink,fairdataihub,SPARClink,https://github.com/fairdataihub/SPARClink,2.0,2.0,2.0,2.0,2.0,2.0,10.0,0.0,296.0,21.0,,None
sparsepro,zhwm,SparsePro_Paper,https://github.com/zhwm/SparsePro_Paper,,,,,,,,,,,,None
spatialde2,PMBio,spatialde2-paper,https://github.com/PMBio/spatialde2-paper,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.85,None
plasmidid,BU-ISCIII,plasmidID,https://github.com/BU-ISCIII/plasmidID,41.0,41.0,4.0,9.0,6.0,9.0,3.0,12.0,294.0,4.0,261.804,Mature
iskylims,BU-ISCIII,iSkyLIMS,https://github.com/BU-ISCIII/iSkyLIMS,83.0,83.0,7.0,39.0,17.0,39.0,10.0,27.0,2954.0,138.0,133.241,Mature
taranis,BU-ISCIII,taranis,https://github.com/BU-ISCIII/taranis,9.0,9.0,3.0,4.0,0.0,4.0,4.0,9.0,383.0,23.0,39.131,Emerging
scaff10x,,,,,,,,,,,,,,,None
sepp,smirarab,sepp,https://github.com/smirarab/sepp/blob/master/README.SEPP.md,94.0,94.0,14.0,37.0,17.0,37.0,38.0,9.0,879.0,73.0,326.603,None
tbl2asn,,,,,,,,,,,,,,,None
telocal,mhammell-laboratory,TElocal,https://github.com/mhammell-laboratory/TElocal,29.0,29.0,5.0,8.0,8.0,8.0,3.0,3.0,38.0,0.0,125.064,None
tripepsvm,marsicoLab,TriPepSVM,https://github.com/marsicoLab/TriPepSVM,5.0,5.0,2.0,4.0,2.0,4.0,4.0,0.0,63.0,1.0,,None
cpmd,,,,,,,,,,,,,,,Mature
mistic_predictor,,,,,,,,,,,,,,,Mature
redotable,s-andrews,redotable,https://github.com/s-andrews/redotable,11.0,11.0,1.0,1.0,6.0,1.0,2.0,4.0,126.0,1.0,7.753,None
protexcluder,NBISweden,ProtExcluder,https://github.com/NBISweden/ProtExcluder,0.0,0.0,37.0,3.0,1.0,3.0,1.0,0.0,4.0,0.0,0.005,None
pirs,galaxy001,pirs,https://github.com/galaxy001/pirs,27.0,27.0,3.0,7.0,8.0,7.0,3.0,5.0,156.0,3.0,546.095,None
pilercr,widdowquinn,pilercrpy,https://github.com/widdowquinn/pilercrpy,8.0,8.0,1.0,2.0,0.0,2.0,1.0,0.0,11.0,0.0,,None
pclouds,,,,,,,,,,,,,,,None
paup,,,,,,,,,,,,,,,None
panseq,chadlaing,Panseq,https://github.com/chadlaing/Panseq,46.0,46.0,11.0,14.0,7.0,14.0,3.0,2.0,583.0,10.0,74.804,None
tfta,babelomics,TFTEA,https://github.com/babelomics/TFTEA,3.0,3.0,5.0,1.0,0.0,1.0,2.0,0.0,16.0,0.0,,None
pullseq,bcthomas,pullseq,https://github.com/bcthomas/pullseq,35.0,35.0,3.0,16.0,3.0,16.0,4.0,2.0,60.0,3.0,389.993,None
ra,lbcb-sci,ra,https://github.com/lbcb-sci/ra,36.0,36.0,1.0,4.0,7.0,9.0,1.0,1.0,16.0,0.0,1.234,None
priorr,TBLabFJD,PriorR,https://github.com/TBLabFJD/PriorR,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,24.0,0.0,,Emerging
mini-isoqlr,TBLabFJD,Mini-IsoQLR,https://github.com/TBLabFJD/Mini-IsoQLR,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,,Emerging
glowgenes,TBLabFJD,GLOWgenes,https://github.com/TBLabFJD/GLOWgenes,4.0,4.0,1.0,1.0,0.0,1.0,4.0,0.0,36.0,0.0,,Emerging
orfm,wwood,OrfM,https://github.com/wwood/OrfM,21.0,21.0,6.0,5.0,4.0,5.0,2.0,15.0,66.0,0.0,6.296,None
ninja,TravisWheelerLab,NINJA,https://github.com/TravisWheelerLab/NINJA,5.0,5.0,3.0,6.0,19.0,6.0,5.0,5.0,61.0,12.0,120.466,None
mycc,,,,,,,,,,,,,,,None
mrmodeltest2,nylander,MrModeltest2,https://github.com/nylander/MrModeltest2,18.0,18.0,3.0,7.0,1.0,7.0,3.0,2.0,21.0,0.0,234.94,None
modelgenerator,,,,,,,,,,,,,,,None
minced,ctSkennerton,minced,https://github.com/ctSkennerton/minced,112.0,112.0,5.0,20.0,7.0,20.0,3.0,15.0,59.0,3.0,30.709,None
mfqe,wwood,mfqe,https://github.com/wwood/mfqe,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,36.0,46.0,1.269,None
repark,PhKoch,RepARK,https://github.com/PhKoch/RepARK,16.0,16.0,1.0,4.0,2.0,4.0,2.0,1.0,11.0,0.0,244.672,None
rmats,Xinglab,rmats-turbo,https://github.com/Xinglab/rmats-turbo,280.0,280.0,14.0,58.0,249.0,58.0,5.0,5.0,78.0,74.0,27.252,None
rmblast,,,,,,,,,,,,,,,None
marginphase,benedictpaten,marginPhase,https://github.com/benedictpaten/marginPhase/issues,35.0,35.0,5.0,15.0,10.0,15.0,3.0,0.0,338.0,9.0,3.274,None
automatic_segmentation_tool,INiBICA-CO07,Automatic-Segmentation-Tool,https://github.com/INiBICA-CO07/Automatic-Segmentation-Tool,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,,Emerging
slides_viewer,INiBICA-CO07,Visualization-WSI-tool,https://github.com/INiBICA-CO07/Visualization-WSI-tool,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,,Emerging
fastutils,haghshenas,fastutils,https://github.com/haghshenas/fastutils/issues,4.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,49.0,1.0,,None
genomealignmenttools,hillerlab,GenomeAlignmentTools,https://github.com/hillerlab/GenomeAlignmentTools/issues,58.0,58.0,5.0,16.0,14.0,16.0,6.0,1.0,49.0,0.0,18.375,None
eztree,yuwwu,ezTree,https://github.com/yuwwu/ezTree/issues,14.0,14.0,2.0,4.0,9.0,4.0,1.0,0.0,11.0,0.0,,None
paradiseo,nojhan,paradiseo,https://github.com/nojhan/paradiseo,117.0,117.0,6.0,36.0,45.0,36.0,87.0,6.0,5554.0,26.0,45.089,None
edirect,,,,,,,,,,,,,,,None
smcpp,popgenmethods,smcpp,https://github.com/popgenmethods/smcpp,167.0,167.0,11.0,33.0,98.0,33.0,5.0,20.0,1358.0,11.0,54.593,None
linkehr,,,,,,,,,,,,,,,None
rtg_core,RealTimeGenomics,rtg-core,https://github.com/RealTimeGenomics/rtg-core,48.0,48.0,16.0,11.0,0.0,11.0,5.0,27.0,1653.0,0.0,,None
serotypefinder,,,,,,,,,,,,,,,None
raid,,,,,,,,,,,,,,,None
shasta,chanzuckerberg,shasta,https://github.com/chanzuckerberg/shasta,274.0,274.0,21.0,59.0,0.0,59.0,19.0,11.0,3647.0,192.0,38.39,None
shrinksam,bcthomas,shrinksam,https://github.com/bcthomas/shrinksam,7.0,7.0,2.0,3.0,1.0,3.0,2.0,0.0,13.0,0.0,2055.287,None
viqor,,,,,,,,,,,,,,,Mature
speedseq,hall-lab,speedseq,https://github.com/hall-lab/speedseq,317.0,317.0,44.0,116.0,70.0,116.0,19.0,4.0,701.0,10.0,43.842,None
spoa,rvaser,spoa,https://github.com/rvaser/spoa,170.0,170.0,14.0,40.0,15.0,40.0,9.0,21.0,219.0,25.0,206.415,None
proteinsolver,,,,,,,,,,,,,,,None
onfhir.io,srdc,onfhir,https://github.com/srdc/onfhir,44.0,44.0,8.0,14.0,13.0,14.0,13.0,2.0,508.0,45.0,22.175,Legacy
mintyper,MBHallgren,MINTyper,https://github.com/MBHallgren/MINTyper,9.0,9.0,1.0,1.0,1.0,1.0,5.0,0.0,182.0,4.0,4.012,None
liferay,,,,,,,,,,,,,,,None
discrover,maaskola,discrover,https://github.com/maaskola/discrover,2.0,2.0,2.0,2.0,3.0,2.0,2.0,13.0,1049.0,0.0,0.715,None
crt,,,,,,,,,,,,,,,None
copyrighter,fangly,AmpliCopyrighter,https://github.com/fangly/AmpliCopyrighter,4.0,4.0,2.0,6.0,1.0,6.0,2.0,1.0,285.0,0.0,5.751,None
contextmap,,,,,,,,,,,,,,,None
cmfinder,,,,,,,,,,,,,,,None
clann,ChrisCreevey,clann,https://github.com/ChrisCreevey/clann,17.0,17.0,3.0,2.0,3.0,2.0,3.0,6.0,50.0,3.0,6.556,None
canopy,,,,,,,,,,,,,,,None
cafe5,hahnlab,CAFE5,https://github.com/hahnlab/CAFE5,150.0,150.0,6.0,25.0,7.0,25.0,10.0,5.0,621.0,2.0,87.753,None
biotradis,sanger-pathogens,Bio-Tradis,https://github.com/sanger-pathogens/Bio-Tradis,24.0,24.0,12.0,28.0,17.0,28.0,24.0,8.0,345.0,107.0,91.856,None
aragorn,,,,,,,,,,,,,,,None
any2fasta,tseemann,any2fasta,https://github.com/tseemann/any2fasta,139.0,139.0,3.0,16.0,12.0,16.0,2.0,3.0,43.0,3.0,33.319,None
afterqc,OpenGene,AfterQC,https://github.com/OpenGene/AfterQC,213.0,213.0,17.0,53.0,26.0,53.0,6.0,17.0,200.0,5.0,217.59,None
transtermhp,,,,,,,,,,,,,,,None
tsspredator,,,,,,,,,,,,,,,None
virmap,cmmr,VirMAP,https://github.com/cmmr/VirMAP,25.0,25.0,9.0,14.0,17.0,14.0,12.0,0.0,72.0,1.0,1.117,None
